"","x"
"280","CD4 TCM"
"281","CD4 TCM"
"282","B naive"
"283","Plasmablast"
"284","CD8 Naive"
"285","CD4 TCM"
"286","CD4 Naive"
"287","CD4 Naive"
"288","CD4 Naive"
"289","pDC"
"290","CD4 TCM"
"291","CD4 Proliferating"
"292","CD8 Naive"
"293","MAIT"
"294","dnT"
"295","CD4 TCM"
"296","MAIT"
"297","Treg"
"298","CD4 TCM"
"299","CD4 TCM"
"300","B intermediate"
"301","MAIT"
"302","CD4 Naive"
"303","CD8 TEM"
"304","Treg"
"305","CD8 TEM"
"306","CD8 TEM"
"307","CD4 TCM"
"308","MAIT"
"309","CD4 TCM"
"310","NK"
"311","CD4 TCM"
"312","CD4 Naive"
"313","Treg"
"314","CD4 TCM"
"315","MAIT"
"316","CD8 TEM"
"317","Treg"
"318","CD4 Naive"
"319","NK"
"320","CD4 Naive"
"321","Treg"
"322","CD4 TCM"
"323","CD4 Naive"
"324","CD8 Naive"
"325","CD4 TCM"
"326","CD4 Naive"
"327","CD8 TEM"
"328","CD4 TCM"
"329","NK"
"330","CD8 TEM"
"331","CD4 Naive"
"332","CD4 Naive"
"333","CD8 Naive"
"334","CD8 TEM"
"335","CD8 Naive"
"336","Treg"
"337","CD4 TCM"
"338","MAIT"
"339","CD4 TCM"
"340","Treg"
"341","CD4 Naive"
"342","CD4 TCM"
"343","CD4 TCM"
"344","CD4 Naive"
"345","CD4 Naive"
"346","CD8 TEM"
"347","B intermediate"
"348","CD4 Naive"
"349","Treg"
"350","CD4 TCM"
"351","CD4 Naive"
"352","CD8 Naive"
"353","Treg"
"354","B intermediate"
"355","CD8 Naive"
"356","CD4 Naive"
"357","CD4 Naive"
"358","CD4 TCM"
"359","CD4 TCM"
"360","Treg"
"361","dnT"
"362","CD4 TCM"
"363","CD4 Naive"
"364","NK"
"365","CD4 TCM"
"366","CD4 TCM"
"367","CD4 TCM"
"368","CD4 TCM"
"369","CD4 Naive"
"370","Treg"
"371","CD4 TCM"
"372","CD4 Naive"
"373","Treg"
"374","dnT"
"375","NK"
"376","CD8 TEM"
"377","CD4 Naive"
"378","dnT"
"379","CD4 Naive"
"380","CD4 TCM"
"381","CD4 Naive"
"382","CD4 Naive"
"383","CD4 TCM"
"384","CD8 TEM"
"385","CD4 Naive"
"386","CD4 Naive"
"387","CD8 TEM"
"388","MAIT"
"389","CD4 TCM"
"390","CD4 Naive"
"391","CD4 TCM"
"392","CD4 TCM"
"393","CD8 TEM"
"394","CD4 TCM"
"395","CD4 Naive"
"396","CD4 Naive"
"397","Treg"
"398","CD4 TCM"
"399","CD8 Naive"
"400","CD4 Naive"
"401","CD4 Naive"
"402","CD4 Naive"
"403","MAIT"
"404","CD4 TCM"
"405","CD4 TCM"
"406","CD4 Naive"
"407","NK"
"408","Plasmablast"
"409","CD4 Naive"
"410","CD4 Naive"
"411","CD4 Naive"
"412","CD4 Naive"
"413","CD4 Naive"
"414","CD4 Naive"
"415","CD4 Naive"
"416","MAIT"
"417","CD4 TCM"
"418","CD4 TCM"
"419","CD8 Naive"
"420","Treg"
"421","gdT"
"422","CD4 TCM"
"423","CD4 Naive"
"424","gdT"
"425","CD4 Naive"
"426","CD4 TEM"
"427","CD4 Naive"
"428","NK"
"429","CD8 TEM"
"430","CD4 Naive"
"431","MAIT"
"432","CD4 TCM"
"433","CD8 TEM"
"434","CD4 Naive"
"435","NK"
"436","CD8 Naive"
"437","CD4 Naive"
"438","CD4 Naive"
"439","B intermediate"
"440","CD4 TCM"
"441","CD4 Naive"
"442","CD4 TCM"
"443","CD4 TCM"
"444","CD4 Naive"
"445","dnT"
"446","CD4 Naive"
"447","CD4 Naive"
"448","CD4 Naive"
"449","CD4 Naive"
"450","dnT"
"451","CD8 TEM"
"452","CD4 Naive"
"453","CD4 Naive"
"454","CD4 Naive"
"455","CD4 TCM"
"456","NK"
"457","CD4 Naive"
"458","CD4 Naive"
"459","NK"
"460","CD4 Naive"
"461","CD4 Naive"
"462","NK"
"463","B memory"
"464","Treg"
"465","CD4 TCM"
"466","CD4 TCM"
"467","CD4 Naive"
"468","Treg"
"469","CD8 Naive"
"470","CD4 TCM"
"471","CD4 TCM"
"472","MAIT"
"473","CD4 Naive"
"474","Treg"
"475","NK"
"476","gdT"
"477","CD4 TCM"
"478","CD4 TCM"
"479","CD4 Naive"
"480","CD4 Naive"
"481","CD4 Naive"
"482","CD4 TCM"
"483","B naive"
"484","CD4 Naive"
"485","CD4 Naive"
"486","CD4 TCM"
"487","CD4 TCM"
"488","MAIT"
"489","CD4 TCM"
"490","CD4 Naive"
"491","CD4 TCM"
"492","CD4 TCM"
"493","CD8 Naive"
"494","CD4 TCM"
"495","CD4 TCM"
"496","Treg"
"497","Treg"
"498","CD4 Naive"
"499","NK"
"500","CD16 Mono"
"501","CD4 Naive"
"502","CD8 TEM"
"503","B naive"
"504","CD4 TCM"
"505","Treg"
"506","MAIT"
"507","CD4 Naive"
"508","CD4 TCM"
"509","CD4 TCM"
"510","CD4 Naive"
"511","CD4 Naive"
"512","CD4 TCM"
"513","NK"
"514","CD8 Naive"
"515","CD4 TCM"
"516","MAIT"
"517","CD4 Naive"
"518","HSPC"
"519","CD4 Naive"
"520","CD4 TCM"
"521","Treg"
"522","CD4 Naive"
"523","B intermediate"
"524","MAIT"
"525","NK"
"526","CD8 TEM"
"527","Treg"
"528","CD4 TCM"
"529","CD4 TCM"
"530","CD4 Naive"
"531","CD4 TCM"
"532","CD8 Naive"
"533","CD4 TCM"
"534","Treg"
"535","Treg"
"536","CD4 Naive"
"537","CD4 TCM"
"538","CD4 Naive"
"539","CD4 Naive"
"540","NK"
"541","CD4 Proliferating"
"542","CD8 Naive"
"543","CD8 Naive"
"544","HSPC"
"545","CD4 Naive"
"546","CD8 Naive"
"547","CD4 TCM"
"548","CD4 Naive"
"549","Treg"
"550","NK"
"551","Plasmablast"
"552","CD4 Naive"
"553","CD4 Naive"
"554","B intermediate"
"555","CD4 Naive"
"556","CD4 TCM"
"557","Treg"
"558","Treg"
"559","CD4 Naive"
"560","CD4 TCM"
"561","CD8 Naive"
"562","CD4 TCM"
"563","CD4 Naive"
"564","CD4 Naive"
"565","MAIT"
"566","CD4 Naive"
"567","CD4 Naive"
"568","HSPC"
"569","CD4 Naive"
"570","Treg"
"571","Plasmablast"
"572","CD4 Naive"
"573","CD4 Naive"
"574","Treg"
"575","NK"
"576","CD4 Naive"
"577","HSPC"
"578","CD4 TCM"
"579","CD8 TEM"
"580","CD8 Naive"
"581","CD4 Naive"
"582","CD4 Naive"
"583","CD8 Naive"
"584","CD4 Naive"
"585","CD4 Naive"
"586","CD8 TEM"
"587","MAIT"
"588","CD4 Naive"
"589","CD4 Naive"
"590","CD4 TCM"
"591","CD4 Naive"
"592","NK"
"593","CD4 TCM"
"594","dnT"
"595","B intermediate"
"596","CD4 Naive"
"597","CD8 Naive"
"598","CD4 Proliferating"
"599","CD8 TEM"
"600","pDC"
"601","CD4 Proliferating"
"602","dnT"
"603","CD4 TCM"
"604","CD4 Naive"
"605","CD4 TCM"
"606","CD4 TCM"
"607","CD4 Naive"
"608","CD4 Naive"
"609","CD4 TCM"
"610","CD4 TCM"
"611","CD4 Naive"
"612","CD8 TEM"
"613","CD8 Naive"
"614","CD4 Naive"
"615","Treg"
"616","CD4 TCM"
"617","CD4 TCM"
"618","CD4 TCM"
"619","CD4 TCM"
"620","Treg"
"621","CD8 TEM"
"622","CD4 Naive"
"623","Treg"
"624","CD4 Naive"
"625","pDC"
"626","CD4 Naive"
"627","HSPC"
"628","CD4 Naive"
"629","CD4 TCM"
"630","CD4 TCM"
"631","CD4 Naive"
"632","gdT"
"633","CD4 Naive"
"634","CD8 TEM"
"635","CD8 Naive"
"636","CD8 TEM"
"637","CD8 Naive"
"638","CD8 Naive"
"639","CD4 TCM"
"640","CD4 TCM"
"641","CD4 Naive"
"642","CD8 Naive"
"643","CD4 Naive"
"644","CD16 Mono"
"645","CD4 Naive"
"646","Treg"
"647","CD8 Naive"
"648","CD4 Naive"
"649","CD4 TCM"
"650","Treg"
"651","CD4 Naive"
"652","CD4 Naive"
"653","CD4 Naive"
"654","CD4 Naive"
"655","CD4 TCM"
"656","Treg"
"657","CD4 TCM"
"658","dnT"
"659","CD4 Naive"
"660","CD4 Naive"
"661","CD4 Naive"
"662","CD8 TEM"
"663","NK"
"664","CD4 Naive"
"665","CD8 Naive"
"666","dnT"
"667","CD8 Naive"
"668","MAIT"
"669","CD4 TCM"
"670","B naive"
"671","CD4 TCM"
"672","Treg"
"673","CD4 Naive"
"674","CD4 Naive"
"675","CD8 Naive"
"676","CD4 Naive"
"677","HSPC"
"678","CD4 Naive"
"679","CD4 Naive"
"680","CD4 TCM"
"681","B intermediate"
"682","B intermediate"
"683","CD8 Naive"
"684","MAIT"
"685","CD8 TEM"
"686","CD4 Naive"
"687","CD4 Naive"
"688","CD4 Naive"
"689","CD4 TCM"
"690","CD8 Naive"
"691","CD4 TCM"
"692","CD8 Naive"
"693","CD4 TCM"
"694","CD4 TCM"
"695","dnT"
"696","CD4 Naive"
"697","dnT"
"698","MAIT"
"699","CD4 TCM"
"700","CD4 Naive"
"701","CD4 TCM"
"702","CD8 Naive"
"703","CD4 Naive"
"704","CD4 TCM"
"705","CD4 TCM"
"706","NK"
"707","CD8 TEM"
"708","CD4 TCM"
"709","dnT"
"710","CD4 Naive"
"711","CD4 TCM"
"712","CD4 Naive"
"713","Treg"
"714","CD4 Naive"
"715","CD4 TCM"
"716","MAIT"
"717","CD4 Naive"
"718","NK"
"719","B naive"
"720","CD8 Naive"
"721","CD4 Naive"
"722","CD4 Naive"
"723","CD4 Naive"
"724","CD4 Naive"
"725","NK"
"726","CD4 Naive"
"727","CD4 Naive"
"728","CD8 Naive"
"729","CD4 Naive"
"730","CD8 Naive"
"731","B intermediate"
"732","CD4 Naive"
"733","CD8 Naive"
"734","CD4 Naive"
"735","B intermediate"
"736","B naive"
"737","Treg"
"738","MAIT"
"739","CD4 Naive"
"740","CD4 TCM"
"741","CD4 TCM"
"742","CD4 TCM"
"743","CD8 TEM"
"744","dnT"
"745","MAIT"
"746","CD4 Naive"
"747","HSPC"
"748","B intermediate"
"749","CD4 TCM"
"750","CD8 Naive"
"751","CD4 Naive"
"752","CD4 TCM"
"753","CD8 Naive"
"754","CD4 Naive"
"755","B intermediate"
"756","CD4 Naive"
"757","CD4 Naive"
"758","MAIT"
"759","CD4 TCM"
"760","CD4 Naive"
"761","Treg"
"762","B intermediate"
"763","CD4 Naive"
"764","MAIT"
"765","CD4 Naive"
"766","CD4 Naive"
"767","Treg"
"768","CD4 Naive"
"769","CD4 Naive"
"770","CD4 Naive"
"771","CD4 Naive"
"772","CD4 Naive"
"773","CD14 Mono"
"774","CD4 Naive"
"775","CD4 Naive"
"776","CD4 Naive"
"777","CD4 Naive"
"778","CD4 TCM"
"779","CD4 TCM"
"780","MAIT"
"781","Treg"
"782","CD4 Naive"
"783","CD4 TCM"
"784","MAIT"
"785","CD4 Naive"
"786","CD4 Naive"
"787","CD4 TCM"
"788","CD8 Naive"
"789","CD4 TCM"
"790","CD8 TEM"
"791","CD4 TCM"
"792","CD8 Naive"
"793","Treg"
"794","CD4 Naive"
"795","CD8 TEM"
"796","CD4 Naive"
"797","CD4 Naive"
"798","CD4 Naive"
"799","CD4 Naive"
"800","CD8 TEM"
"801","CD4 Naive"
"802","NK"
"803","CD4 TCM"
"804","CD4 Naive"
"805","CD4 TCM"
"806","NK"
"807","CD4 Naive"
"808","CD4 TCM"
"809","Treg"
"810","CD4 TCM"
"811","CD4 Naive"
"812","CD8 Naive"
"813","CD8 TEM"
"814","NK"
"815","MAIT"
"816","CD4 Naive"
"817","CD8 Naive"
"818","Treg"
"819","CD4 Naive"
"820","CD4 TCM"
"821","CD8 TEM"
"822","CD4 Naive"
"823","CD4 TCM"
"824","Treg"
"825","CD4 Naive"
"826","B intermediate"
"827","CD8 TEM"
"828","CD8 TEM"
"829","NK"
"830","Treg"
"831","Treg"
"832","Treg"
"833","CD8 Naive"
"834","B intermediate"
"835","CD4 Naive"
"836","CD4 Naive"
"837","CD4 TCM"
"838","CD8 Naive"
"839","CD8 Naive"
"840","CD4 TCM"
"841","CD4 TCM"
"842","CD4 Naive"
"843","CD4 TCM"
"844","Treg"
"845","CD4 Naive"
"846","CD4 Proliferating"
"847","B naive"
"848","Plasmablast"
"849","CD4 TCM"
"850","CD8 Naive"
"851","CD4 TCM"
"852","Treg"
"853","CD4 Naive"
"854","CD4 TCM"
"855","CD4 Naive"
"856","CD8 Naive"
"857","CD4 Naive"
"858","dnT"
"859","CD8 Naive"
"860","Treg"
"861","MAIT"
"862","CD4 TCM"
"863","CD4 TCM"
"864","Plasmablast"
"865","CD4 Naive"
"866","Treg"
"867","CD4 TCM"
"868","CD4 TCM"
"869","CD4 TCM"
"870","CD8 Naive"
"871","CD4 TCM"
"872","CD4 Naive"
"873","CD4 TCM"
"874","CD4 TCM"
"875","CD8 Naive"
"876","CD8 Naive"
"877","CD4 TCM"
"878","CD4 TCM"
"879","B memory"
"880","Treg"
"881","CD4 TCM"
"882","CD4 Naive"
"883","CD4 TCM"
"884","CD4 TCM"
"885","CD4 TCM"
"886","CD4 Naive"
"887","CD4 TCM"
"888","CD4 Naive"
"889","CD8 Naive"
"890","CD4 TCM"
"891","B naive"
"892","CD4 Naive"
"893","MAIT"
"894","CD4 Naive"
"895","NK"
"896","B intermediate"
"897","CD4 TCM"
"898","CD4 Naive"
"899","CD4 TCM"
"900","MAIT"
"901","CD4 TCM"
"902","CD4 Naive"
"903","CD4 Naive"
"904","CD8 TEM"
"905","HSPC"
"906","CD4 Naive"
"907","CD4 Naive"
"908","CD4 TCM"
"909","CD8 TEM"
"910","CD8 TEM"
"911","B intermediate"
"912","CD4 TCM"
"913","CD8 TEM"
"914","CD4 Naive"
"915","CD4 Naive"
"916","Treg"
"917","Treg"
"918","CD4 TCM"
"919","CD8 Naive"
"920","CD4 Naive"
"921","CD4 Naive"
"922","CD4 TCM"
"923","MAIT"
"924","CD4 TCM"
"925","CD4 Naive"
"926","Treg"
"927","CD8 Naive"
"928","CD4 Naive"
"929","CD4 Naive"
"930","CD4 Naive"
"931","dnT"
"932","CD8 TEM"
"933","B naive"
"934","CD4 TEM"
"935","NK"
"936","CD8 TEM"
"937","CD4 TCM"
"938","CD4 Naive"
"939","NK"
"940","B naive"
"941","CD4 Naive"
"942","NK"
"943","CD4 TCM"
"944","Treg"
"945","CD4 TCM"
"946","CD4 Naive"
"947","CD4 Naive"
"948","CD4 TCM"
"949","CD4 TCM"
"950","CD8 Naive"
"951","CD4 TCM"
"952","NK"
"953","CD4 Naive"
"954","CD8 Naive"
"955","dnT"
"956","CD4 Naive"
"957","CD4 TCM"
"958","CD4 TCM"
"959","CD4 TCM"
"960","CD8 TEM"
"961","CD4 TCM"
"962","MAIT"
"963","B intermediate"
"964","CD4 TCM"
"965","CD4 Naive"
"966","NK"
"967","MAIT"
"968","HSPC"
"969","B naive"
"970","CD8 Naive"
"971","CD4 TCM"
"972","CD4 TCM"
"973","CD8 TEM"
"974","CD4 TCM"
"975","CD4 TCM"
"976","NK"
"977","CD4 Naive"
"978","Treg"
"979","MAIT"
"980","CD4 Naive"
"981","CD4 TCM"
"982","CD8 Naive"
"983","Treg"
"984","MAIT"
"985","Treg"
"986","B intermediate"
"987","CD4 TCM"
"988","B intermediate"
"989","dnT"
"990","Treg"
"991","CD4 TCM"
"992","CD4 TCM"
"993","CD4 TCM"
"994","CD4 Naive"
"995","Treg"
"996","CD4 Naive"
"997","MAIT"
"998","CD8 TEM"
"999","Treg"
"1000","dnT"
"1001","CD4 TCM"
"1002","CD8 TEM"
"1003","CD8 Naive"
"1004","dnT"
"1005","CD4 Naive"
"1006","CD8 Naive"
"1007","CD8 TEM"
"1008","CD8 Naive"
"1009","CD8 TEM"
"1010","CD4 TCM"
"1011","CD4 Proliferating"
"1012","CD4 TCM"
"1013","B naive"
"1014","CD8 Naive"
"1015","CD4 Naive"
"1016","MAIT"
"1017","B naive"
"1018","CD4 Naive"
"1019","CD8 TEM"
"1020","CD4 TCM"
"1021","CD4 Naive"
"1022","CD4 Naive"
"1023","CD4 TCM"
"1024","CD4 Naive"
"1025","CD4 TCM"
"1026","dnT"
"1027","B intermediate"
"1028","CD4 Naive"
"1029","CD4 TCM"
"1030","CD4 Naive"
"1031","B intermediate"
"1032","Treg"
"1033","CD4 TCM"
"1034","CD8 TEM"
"1035","MAIT"
"1036","CD4 TCM"
"1037","CD4 Naive"
"1038","NK"
"1039","CD4 Naive"
"1040","B naive"
"1041","NK"
"1042","CD8 TEM"
"1043","CD4 Naive"
"1044","CD8 Naive"
"1045","CD4 TCM"
"1046","CD4 Naive"
"1047","CD4 Naive"
"1048","CD4 Naive"
"1049","CD4 Naive"
"1050","NK"
"1051","CD4 Naive"
"1052","Treg"
"1053","CD4 Naive"
"1054","CD4 Naive"
"1055","dnT"
"1056","CD4 Proliferating"
"1057","CD4 Naive"
"1058","MAIT"
"1059","CD8 TEM"
"1060","MAIT"
"1061","NK"
"1062","CD4 TCM"
"1063","CD4 TCM"
"1064","CD4 Naive"
"1065","CD8 TEM"
"1066","Treg"
"1067","B naive"
"1068","Treg"
"1069","CD8 Naive"
"1070","CD4 Naive"
"1071","CD8 Naive"
"1072","CD4 Naive"
"1073","CD4 Naive"
"1074","CD4 TCM"
"1075","CD4 Naive"
"1076","CD4 Naive"
"1077","CD4 TCM"
"1078","CD4 Naive"
"1079","CD4 Naive"
"1080","CD4 Naive"
"1081","CD4 Naive"
"1082","CD4 TCM"
"1083","CD8 Naive"
"1084","CD4 Naive"
"1085","CD4 TCM"
"1086","CD4 TCM"
"1087","CD4 Naive"
"1088","MAIT"
"1089","CD4 Naive"
"1090","CD4 TCM"
"1091","CD8 Naive"
"1092","CD8 Naive"
"1093","CD4 TCM"
"1094","Treg"
"1095","CD8 TEM"
"1096","Treg"
"1097","Treg"
"1098","CD8 Naive"
"1099","CD4 Naive"
"1100","CD8 TEM"
"1101","B naive"
"1102","CD4 TCM"
"1103","gdT"
"1104","CD8 TEM"
"1105","MAIT"
"1106","CD4 TCM"
"1107","CD8 Naive"
"1108","CD4 TCM"
"1109","CD4 TCM"
"1110","CD8 TEM"
"1111","CD4 Naive"
"1112","CD4 Naive"
"1113","CD4 TCM"
"1114","CD4 Naive"
"1115","CD8 Naive"
"1116","CD8 TEM"
"1117","CD8 Naive"
"1118","B intermediate"
"1119","CD8 TEM"
"1120","Treg"
"1121","B naive"
"1122","CD8 TEM"
"1123","B naive"
"1124","Treg"
"1125","CD4 Naive"
"1126","CD4 Naive"
"1127","CD4 TCM"
"1128","CD4 TCM"
"1129","CD4 Naive"
"1130","CD4 TCM"
"1131","CD4 Naive"
"1132","CD8 TEM"
"1133","CD4 Naive"
"1134","CD4 TCM"
"1135","CD4 Naive"
"1136","Treg"
"1137","CD4 Naive"
"1138","CD8 Naive"
"1139","CD4 Proliferating"
"1140","B naive"
"1141","Treg"
"1142","B naive"
"1143","CD4 TCM"
"1144","CD8 TEM"
"1145","CD4 Naive"
"1146","Treg"
"1147","dnT"
"1148","NK"
"1149","CD4 TCM"
"1150","CD4 Proliferating"
"1151","CD4 TCM"
"1152","CD4 Naive"
"1153","CD8 TEM"
"1154","CD4 Naive"
"1155","B intermediate"
"1156","NK"
"1157","CD4 TCM"
"1158","Treg"
"1159","Treg"
"1160","CD4 Naive"
"1161","Treg"
"1162","CD8 Naive"
"1163","CD4 TCM"
"1164","CD4 Naive"
"1165","Treg"
"1166","CD4 TCM"
"1167","CD8 TEM"
"1168","CD8 Naive"
"1169","CD4 TCM"
"1170","CD4 Naive"
"1171","CD4 TCM"
"1172","Treg"
"1173","Treg"
"1174","CD4 Naive"
"1175","CD8 Naive"
"1176","CD4 TCM"
"1177","CD8 TEM"
"1178","MAIT"
"1179","CD8 Naive"
"1180","CD8 Naive"
"1181","B intermediate"
"1182","CD8 Naive"
"1183","MAIT"
"1184","NK"
"1185","CD4 Naive"
"1186","Treg"
"1187","CD4 TCM"
"1188","CD4 Naive"
"1189","CD4 TCM"
"1190","dnT"
"1191","CD4 Naive"
"1192","CD4 Naive"
"1193","CD4 TCM"
"1194","CD4 Naive"
"1195","CD4 Naive"
"1196","CD4 TCM"
"1197","CD4 TCM"
"1198","CD4 Naive"
"1199","CD4 TCM"
"1200","CD4 TCM"
"1201","CD4 Naive"
"1202","CD4 Naive"
"1203","CD4 Naive"
"1204","CD8 TEM"
"1205","Treg"
"1206","CD4 Naive"
"1207","CD4 TCM"
"1208","CD4 TCM"
"1209","CD4 TCM"
"1210","CD8 TEM"
"1211","CD4 TCM"
"1212","CD4 Naive"
"1213","CD4 Naive"
"1214","CD8 Naive"
"1215","CD4 Naive"
"1216","CD4 Naive"
"1217","CD8 Naive"
"1218","B naive"
"1219","CD4 Naive"
"1220","CD4 TCM"
"1221","CD4 TCM"
"1222","NK"
"1223","CD4 TCM"
"1224","CD8 Naive"
"1225","CD4 TCM"
"1226","CD4 Naive"
"1227","MAIT"
"1228","CD4 Naive"
"1229","CD4 TCM"
"1230","CD4 Naive"
"1231","CD4 Naive"
"1232","CD4 Naive"
"1233","NK"
"1234","CD4 TCM"
"1235","Treg"
"1236","CD8 Naive"
"1237","MAIT"
"1238","CD4 Naive"
"1239","Treg"
"1240","Treg"
"1241","CD8 TEM"
"1242","CD8 Naive"
"1243","CD4 TCM"
"1244","CD8 Naive"
"1245","CD4 Naive"
"1246","CD4 Naive"
"1247","CD4 TCM"
"1248","CD4 TCM"
"1249","CD4 TCM"
"1250","NK"
"1251","CD4 TCM"
"1252","MAIT"
"1253","B memory"
"1254","MAIT"
