"","x"
"227","CD4 TCM_1"
"228","Eryth"
"229","Eryth"
"230","CD4 Naive"
"231","CD4 TCM_1"
"232","CD8 TEM_6"
"233","MAIT"
"234","CD4 Naive"
"235","CD8 TEM_1"
"236","B naive kappa"
"237","B naive kappa"
"238","CD4 TCM_3"
"239","CD4 Naive"
"240","CD4 TCM_3"
"241","CD4 Naive"
"242","CD4 TCM_1"
"243","CD4 Naive"
"244","CD4 TCM_1"
"245","CD4 TCM_1"
"246","HSPC"
"247","CD4 TCM_3"
"248","CD4 Naive"
"249","cDC2_2"
"250","CD8 Naive"
"251","CD8 TEM_6"
"252","CD4 Naive"
"253","ILC"
"254","CD8 TEM_6"
"255","CD4 Naive"
"256","CD8 Naive"
"257","Eryth"
"258","dnT_2"
"259","CD8 TEM_2"
"260","CD4 Naive"
"261","Eryth"
"262","CD16 Mono"
"263","B naive kappa"
"264","CD4 Naive"
"265","B intermediate kappa"
"266","B naive kappa"
"267","Eryth"
"268","B naive kappa"
"269","Eryth"
"270","CD8 Naive"
"271","CD4 Naive"
"272","CD4 TEM_2"
"273","Eryth"
"274","CD14 Mono"
"275","CD8 Naive"
"276","Eryth"
"277","cDC2_2"
"278","B naive kappa"
"279","CD8 Naive"
"280","CD4 Naive"
"281","B naive kappa"
"282","CD8 TEM_6"
"283","Eryth"
"284","CD4 Naive"
"285","NK_2"
"286","B naive kappa"
"287","CD4 Naive"
"288","B naive kappa"
"289","CD4 Naive"
"290","CD4 TCM_1"
"291","CD8 Naive"
"292","CD8 TEM_6"
"293","CD4 Naive"
"294","CD4 Naive"
"295","CD14 Mono"
"296","B naive kappa"
"297","CD4 Naive"
"298","B naive kappa"
"299","B naive kappa"
"300","B naive kappa"
"301","CD8 TEM_2"
"302","NK_4"
"303","CD4 Naive"
"304","CD4 Naive"
"305","MAIT"
"306","CD4 Naive"
"307","CD4 Naive"
"308","B naive kappa"
"309","CD4 Naive"
"310","B naive kappa"
"311","Eryth"
"312","CD4 Naive"
"313","CD4 TCM_3"
"314","B naive kappa"
"315","CD4 Naive"
"316","CD8 TEM_2"
"317","NK_CD56bright"
"318","CD4 Naive"
"319","NK_2"
"320","Eryth"
"321","CD8 TEM_6"
"322","B naive kappa"
"323","B naive kappa"
"324","CD4 TCM_3"
"325","B naive kappa"
"326","CD4 Naive"
"327","CD4 TCM_3"
"328","CD8 Naive"
"329","B intermediate kappa"
"330","B naive kappa"
"331","CD8 Naive"
"332","CD4 TCM_1"
"333","CD4 Naive"
"334","NK_2"
"335","MAIT"
"336","CD4 Naive"
"337","MAIT"
"338","CD4 TCM_1"
"339","CD8 Naive"
"340","CD4 TCM_3"
"341","CD14 Mono"
"342","CD4 Naive"
"343","Eryth"
"344","CD8 Naive"
"345","CD14 Mono"
"346","CD4 TCM_1"
"347","CD4 TCM_1"
"348","NK_2"
"349","B naive kappa"
"350","CD4 Naive"
"351","B naive kappa"
"352","CD4 TCM_1"
"353","B naive kappa"
"354","CD4 Naive"
"355","CD4 TCM_3"
"356","CD4 Naive"
"357","CD4 Naive"
"358","B intermediate kappa"
"359","CD4 TCM_1"
"360","CD4 Naive"
"361","CD4 Naive"
"362","Eryth"
"363","CD4 Naive"
"364","Platelet"
"365","CD8 TEM_2"
"366","B naive kappa"
"367","CD16 Mono"
"368","CD4 Naive"
"369","CD4 Naive"
"370","CD8 TEM_2"
"371","CD14 Mono"
"372","B naive kappa"
"373","ILC"
"374","CD8 Naive"
"375","B naive kappa"
"376","B naive kappa"
"377","CD4 TCM_1"
"378","CD4 Naive"
"379","B naive kappa"
"380","CD4 Naive"
"381","CD4 TCM_1"
"382","CD4 Naive"
"383","B naive kappa"
"384","CD4 Naive"
"385","Eryth"
"386","B naive kappa"
"387","CD8 Naive"
"388","Eryth"
"389","CD4 Naive"
"390","CD4 TCM_3"
"391","CD4 Naive"
"392","CD8 TEM_6"
"393","CD4 Naive"
"394","CD4 TCM_3"
"395","CD4 TCM_1"
"396","CD8 TEM_2"
"397","CD4 Naive"
"398","B naive kappa"
"399","CD8 TEM_6"
"400","Eryth"
"401","B naive kappa"
"402","CD4 TCM_1"
"403","Eryth"
"404","CD4 Naive"
"405","Eryth"
"406","B naive kappa"
"407","B naive kappa"
"408","CD4 Naive"
"409","B intermediate kappa"
"410","CD4 Naive"
"411","CD14 Mono"
"412","CD8 TEM_6"
"413","CD8 Naive"
"414","B naive kappa"
"415","B intermediate kappa"
"416","CD4 TCM_1"
"417","CD4 Naive"
"418","CD4 Naive"
"419","CD4 Naive"
"420","CD4 TCM_1"
"421","CD4 Naive"
"422","CD4 Naive"
"423","CD4 Naive"
"424","CD8 Naive"
"425","B naive kappa"
"426","CD8 Naive"
"427","CD4 Naive"
"428","CD4 TCM_3"
"429","CD4 TCM_1"
"430","Eryth"
"431","CD4 TCM_1"
"432","B intermediate kappa"
"433","CD8 Naive"
"434","CD8 Naive"
"435","B memory kappa"
"436","Eryth"
"437","B naive kappa"
"438","CD4 Naive"
"439","B naive kappa"
"440","Eryth"
"441","B naive kappa"
"442","ILC"
"443","B intermediate kappa"
"444","CD4 TCM_1"
"445","CD8 TEM_2"
"446","CD14 Mono"
"447","B naive kappa"
"448","NK_2"
"449","pDC"
"450","MAIT"
"451","CD4 Naive"
"452","B memory kappa"
"453","CD4 Naive"
"454","NK_CD56bright"
"455","HSPC"
"456","B naive kappa"
"457","CD8 Naive"
"458","CD8 TEM_2"
"459","CD8 Naive"
"460","MAIT"
"461","CD4 TCM_3"
"462","MAIT"
"463","CD8 TEM_2"
"464","CD4 Naive"
"465","CD4 TCM_3"
"466","B naive kappa"
"467","CD4 Naive"
"468","B naive kappa"
"469","CD8 TEM_2"
"470","CD8 TEM_2"
"471","CD4 Naive"
"472","CD4 TCM_3"
"473","CD4 TCM_1"
"474","B naive kappa"
"475","B naive kappa"
"476","CD8 TEM_6"
"477","CD8 TEM_2"
"478","CD4 Naive"
"479","dnT_2"
"480","B naive kappa"
"481","CD8 TEM_6"
"482","CD8 TEM_6"
"483","CD4 TCM_1"
"484","Platelet"
"485","NK_CD56bright"
"486","CD4 Naive"
"487","CD4 Naive"
"488","CD8 Naive"
"489","CD4 TCM_1"
"490","CD4 Naive"
"491","CD4 TCM_3"
"492","B naive kappa"
"493","CD14 Mono"
"494","CD8 Naive"
"495","CD8 TEM_6"
"496","B naive kappa"
"497","B naive kappa"
"498","CD4 Naive"
"499","B naive kappa"
"500","CD4 Naive"
"501","CD8 TEM_6"
"502","Eryth"
"503","CD4 Naive"
"504","CD4 TCM_1"
"505","CD4 Naive"
"506","CD4 Naive"
"507","Eryth"
"508","NK_2"
"509","CD4 Naive"
"510","B intermediate kappa"
"511","CD16 Mono"
"512","CD4 Naive"
"513","CD4 TCM_1"
"514","B naive kappa"
"515","CD4 Naive"
"516","B memory kappa"
"517","CD4 TCM_1"
"518","CD4 Naive"
"519","CD4 Naive"
"520","NK Proliferating"
"521","MAIT"
"522","CD4 Naive"
"523","MAIT"
"524","CD4 Naive"
"525","dnT_2"
"526","HSPC"
"527","B intermediate kappa"
"528","Platelet"
"529","CD8 TEM_6"
"530","CD4 Naive"
"531","B naive kappa"
"532","Eryth"
"533","CD8 TEM_2"
"534","CD4 Naive"
"535","B naive kappa"
"536","CD14 Mono"
"537","Eryth"
"538","B naive kappa"
"539","CD8 TEM_6"
"540","B naive kappa"
"541","CD4 Naive"
"542","CD4 Naive"
"543","CD4 Naive"
"544","B naive kappa"
"545","CD8 Naive"
"546","B naive kappa"
"547","CD4 Naive"
"548","HSPC"
"549","CD8 Naive"
"550","B naive kappa"
"551","B naive kappa"
"552","NK_2"
"553","B naive kappa"
"554","CD4 Naive"
"555","CD4 Naive"
"556","CD4 Naive"
"557","CD8 TEM_6"
"558","B naive kappa"
"559","Platelet"
"560","CD4 Naive"
"561","B naive kappa"
"562","CD4 Naive"
"563","CD4 Naive"
"564","CD4 Naive"
"565","B naive lambda"
"566","CD8 TEM_6"
"567","CD4 Naive"
"568","NK_2"
"569","CD14 Mono"
"570","CD14 Mono"
"571","CD4 Naive"
"572","B naive kappa"
"573","B naive kappa"
"574","CD4 TCM_3"
"575","CD4 TCM_3"
"576","CD4 TCM_1"
"577","NK_2"
"578","CD4 Naive"
"579","CD4 TCM_1"
"580","B naive kappa"
"581","B naive kappa"
"582","CD4 Naive"
"583","CD16 Mono"
"584","NK_2"
"585","CD8 TEM_1"
"586","CD4 Naive"
"587","Eryth"
"588","CD16 Mono"
"589","B naive kappa"
"590","MAIT"
"591","CD8 Naive"
"592","NK_2"
"593","CD8 Naive"
"594","CD4 Naive"
"595","B naive kappa"
"596","B naive kappa"
"597","B naive kappa"
"598","CD8 Naive_2"
"599","CD8 Naive"
"600","B intermediate kappa"
"601","CD4 TCM_1"
"602","CD16 Mono"
"603","CD8 Naive"
"604","B naive kappa"
"605","B intermediate kappa"
"606","B naive kappa"
"607","CD4 Naive"
"608","CD14 Mono"
"609","B naive kappa"
"610","B naive kappa"
"611","Eryth"
"612","pDC"
"613","CD4 Naive"
"614","MAIT"
"615","B naive kappa"
"616","B naive kappa"
"617","CD4 Naive"
"618","CD4 TCM_1"
"619","CD4 TCM_1"
"620","CD4 Naive"
"621","CD8 Naive"
"622","B naive kappa"
"623","B naive kappa"
"624","CD8 Naive"
"625","CD4 TCM_1"
"626","Platelet"
"627","CD4 Naive"
"628","CD8 TEM_2"
"629","CD4 Naive"
"630","CD4 Naive"
"631","B naive kappa"
"632","B naive kappa"
"633","B naive kappa"
"634","B naive kappa"
"635","B memory kappa"
"636","CD8 TEM_2"
"637","CD8 TEM_6"
"638","CD4 TCM_1"
"639","CD4 TCM_1"
"640","Eryth"
"641","B intermediate kappa"
"642","CD8 TEM_1"
"643","CD4 Naive"
"644","NK_2"
"645","CD4 TCM_1"
"646","CD8 TEM_6"
"647","CD4 Naive"
"648","B naive kappa"
"649","CD4 TCM_1"
"650","CD4 TCM_1"
"651","CD4 TCM_3"
"652","CD4 TCM_1"
"653","NK_4"
"654","CD4 Naive"
"655","B naive kappa"
"656","CD4 TCM_1"
"657","B intermediate kappa"
"658","Eryth"
"659","CD8 TEM_6"
"660","CD4 Naive"
"661","MAIT"
"662","CD4 Naive"
"663","NK_2"
"664","CD4 TCM_1"
"665","CD4 TCM_1"
"666","CD14 Mono"
"667","B naive kappa"
"668","CD4 Naive"
"669","Platelet"
"670","CD4 Naive"
"671","CD4 TCM_1"
"672","CD4 TCM_1"
"673","CD8 TEM_6"
"674","B naive kappa"
"675","B naive kappa"
"676","CD4 Naive"
"677","CD4 TCM_1"
"678","B naive kappa"
"679","CD14 Mono"
"680","CD4 TCM_1"
"681","B naive kappa"
"682","B naive kappa"
"683","CD4 Naive"
"684","CD4 Naive"
"685","CD4 Naive"
"686","B naive kappa"
"687","B naive kappa"
"688","NK_2"
"689","CD8 Naive"
"690","CD8 Naive"
"691","CD4 TCM_1"
"692","CD4 Naive"
"693","CD4 TEM_2"
"694","B naive kappa"
"695","CD4 Naive"
"696","B intermediate kappa"
"697","B naive kappa"
"698","B naive kappa"
"699","B naive kappa"
"700","Platelet"
"701","CD8 Naive"
"702","Eryth"
"703","Platelet"
"704","CD4 Naive"
"705","NK_2"
"706","CD4 Naive"
"707","Eryth"
"708","B memory kappa"
"709","CD8 TEM_6"
"710","CD4 Naive"
"711","CD4 Naive"
"712","Platelet"
"713","CD8 Naive"
"714","CD8 TEM_2"
"715","CD8 TEM_6"
"716","CD8 TEM_2"
"717","MAIT"
"718","CD4 Naive"
"719","B naive kappa"
"720","NK_2"
"721","CD4 TCM_1"
"722","CD4 Naive"
"723","CD4 Naive"
"724","CD4 TEM_2"
"725","CD4 Naive"
"726","B naive kappa"
"727","CD4 Naive"
"728","Eryth"
"729","CD8 TEM_6"
"730","CD8 TEM_6"
"731","B naive kappa"
"732","Platelet"
"733","B naive kappa"
"734","B naive kappa"
"735","CD4 Naive"
"736","Eryth"
"737","Eryth"
"738","CD4 TCM_1"
"739","CD8 TEM_6"
"740","CD4 Naive"
"741","CD4 Naive"
"742","CD8 Naive"
"743","Eryth"
"744","B naive kappa"
"745","MAIT"
"746","B naive kappa"
"747","CD14 Mono"
"748","CD8 TEM_2"
"749","Eryth"
"750","CD4 TCM_3"
"751","CD4 Naive"
"752","CD4 Naive"
"753","NK_2"
"754","CD4 Naive"
"755","B memory kappa"
"756","B naive kappa"
"757","NK_2"
"758","CD8 Naive"
"759","CD14 Mono"
"760","B naive kappa"
"761","CD8 Naive"
"762","CD16 Mono"
"763","NK_2"
"764","B naive kappa"
"765","CD8 Naive"
"766","CD4 TCM_3"
"767","CD8 Naive"
"768","NK_2"
"769","CD4 Naive"
"770","CD8 Naive"
"771","CD4 Naive"
"772","CD8 TEM_6"
"773","CD4 Naive"
"774","B intermediate kappa"
"775","CD4 TCM_3"
"776","CD8 TEM_2"
"777","Eryth"
"778","CD4 Naive"
"779","CD8 Naive_2"
"780","B naive kappa"
"781","CD8 Naive"
"782","Eryth"
"783","CD4 Naive"
"784","CD4 Naive"
"785","CD4 Naive"
"786","CD8 TEM_6"
"787","CD4 Naive"
"788","CD4 Naive"
"789","CD4 Naive"
"790","B naive kappa"
"791","CD4 Naive"
"792","B naive kappa"
"793","CD4 Naive"
"794","CD8 Naive"
"795","CD8 Naive"
"796","CD4 Naive"
"797","Eryth"
"798","Eryth"
"799","CD4 Naive"
"800","CD8 Naive"
"801","B memory lambda"
"802","CD4 Naive"
"803","CD4 Naive"
"804","Eryth"
"805","B naive kappa"
"806","NK_2"
"807","B naive kappa"
"808","Eryth"
"809","B naive kappa"
"810","B naive kappa"
"811","CD8 Naive"
"812","B naive kappa"
"813","CD4 Naive"
"814","CD16 Mono"
"815","CD4 TCM_1"
"816","CD4 Naive"
"817","B naive kappa"
"818","B naive kappa"
"819","NK_2"
"820","CD4 Naive"
"821","CD4 Naive"
"822","B naive kappa"
"823","B naive kappa"
"824","CD4 Naive"
"825","CD4 TCM_1"
"826","CD8 TEM_2"
"827","CD4 Naive"
"828","CD4 Naive"
"829","B naive kappa"
"830","CD4 TCM_3"
"831","Eryth"
"832","CD4 Naive"
"833","CD4 Naive"
"834","ILC"
"835","CD4 Naive"
"836","CD4 Naive"
"837","CD4 Naive"
"838","Eryth"
"839","CD4 TCM_1"
"840","CD4 TCM_3"
"841","Eryth"
"842","B naive kappa"
"843","CD4 Naive"
"844","NK_2"
"845","CD4 Naive"
"846","CD4 TCM_3"
"847","CD4 Naive"
"848","B naive kappa"
"849","NK_2"
"850","CD4 Naive"
"851","NK_2"
"852","CD4 Naive"
"853","B naive kappa"
"854","CD14 Mono"
"855","CD4 Naive"
"856","CD4 TCM_1"
"857","CD4 Naive"
"858","CD8 TEM_2"
"859","CD4 TCM_1"
"860","Eryth"
"861","CD4 Naive"
"862","Eryth"
"863","CD8 TEM_6"
"864","Eryth"
"865","CD4 Naive"
"866","B intermediate kappa"
"867","NK_2"
"868","B naive kappa"
"869","CD4 Naive"
"870","CD8 TEM_2"
"871","NK_2"
"872","NK_2"
"873","NK_2"
"874","B naive kappa"
"875","B naive kappa"
"876","CD4 TCM_1"
"877","CD4 Naive"
"878","CD8 TEM_6"
"879","CD4 Naive"
"880","CD4 Naive"
"881","CD4 Naive"
"882","CD4 Naive"
"883","CD4 Naive"
"884","CD8 Naive"
"885","B naive kappa"
"886","ILC"
"887","CD8 TEM_6"
"888","CD8 TEM_2"
"889","CD4 Naive"
"890","CD4 Naive"
"891","B naive kappa"
"892","CD4 Naive"
"893","CD8 TEM_2"
"894","CD4 Naive"
"895","Eryth"
"896","Eryth"
"897","CD8 Naive"
"898","B naive kappa"
"899","CD4 Naive"
"900","B naive kappa"
"901","CD8 TEM_1"
"902","CD16 Mono"
"903","CD8 Naive"
"904","ILC"
"905","CD4 Naive"
"906","B naive kappa"
"907","CD8 Naive"
"908","CD4 TCM_3"
"909","B naive kappa"
"910","CD4 Naive"
"911","CD4 Naive"
"912","CD14 Mono"
"913","B naive kappa"
"914","B naive kappa"
"915","Eryth"
"916","CD8 TEM_2"
"917","B naive kappa"
"918","CD4 Naive"
"919","CD4 Naive"
"920","CD4 TCM_1"
"921","CD8 TEM_6"
"922","CD4 Naive"
"923","MAIT"
"924","CD4 Naive"
"925","CD16 Mono"
"926","CD4 Naive"
"927","CD4 Naive"
"928","B naive kappa"
"929","CD4 Naive"
"930","CD4 Naive"
"931","B intermediate kappa"
"932","MAIT"
"933","CD4 Naive"
"934","CD8 Naive"
"935","Eryth"
"936","CD4 TCM_1"
"937","CD4 Naive"
"938","CD4 TCM_1"
"939","CD8 Naive"
"940","CD4 Naive"
"941","CD4 Naive"
"942","B naive kappa"
"943","CD4 Naive"
"944","B naive kappa"
"945","B naive kappa"
"946","CD4 Naive"
"947","CD4 Naive"
"948","CD4 Naive"
"949","CD4 Naive"
"950","CD8 Naive"
"951","B naive kappa"
"952","CD4 Naive"
"953","CD4 Naive"
"954","CD4 Naive"
"955","B naive kappa"
"956","pDC"
"957","B naive kappa"
"958","B naive kappa"
"959","B intermediate kappa"
"960","CD4 Naive"
"961","CD8 TEM_6"
"962","CD4 TCM_3"
"963","CD4 Naive"
"964","CD4 Naive"
"965","B naive kappa"
"966","CD4 Naive"
"967","CD4 Naive"
"968","CD8 Naive"
"969","B naive kappa"
"970","CD8 TEM_6"
"971","CD8 TEM_6"
"972","CD14 Mono"
"973","CD4 Naive"
"974","B naive kappa"
"975","B naive kappa"
"976","CD4 Naive"
"977","B naive kappa"
"978","CD4 TCM_1"
"979","CD8 TEM_2"
"980","B naive kappa"
"981","B naive kappa"
"982","CD8 TEM_2"
"983","CD14 Mono"
"984","CD4 Naive"
"985","CD4 Naive"
"986","CD8 Naive"
"987","CD4 Naive"
"988","B naive kappa"
"989","B naive kappa"
"990","B intermediate kappa"
"991","Eryth"
"992","Eryth"
"993","B naive kappa"
"994","CD14 Mono"
"995","MAIT"
"996","CD4 TCM_1"
"997","Platelet"
"998","CD4 Naive"
"999","CD4 TCM_1"
"1000","B naive kappa"
"1001","B naive kappa"
"1002","NK_2"
"1003","CD8 TEM_6"
"1004","B naive kappa"
"1005","B naive lambda"
"1006","CD4 Naive"
"1007","B naive kappa"
"1008","B naive kappa"
"1009","CD8 Naive"
"1010","Eryth"
"1011","B naive kappa"
"1012","CD4 Naive"
"1013","B naive kappa"
"1014","CD4 Naive"
"1015","CD4 Naive"
"1016","NK_2"
"1017","CD4 Naive"
"1018","CD8 Naive"
"1019","CD8 TEM_2"
"1020","MAIT"
"1021","CD4 Naive"
"1022","CD8 TEM_6"
"1023","MAIT"
"1024","CD4 Naive"
"1025","CD4 Naive"
"1026","MAIT"
"1027","Platelet"
"1028","B intermediate kappa"
"1029","NK_2"
"1030","B naive kappa"
"1031","B naive kappa"
"1032","CD4 Naive"
"1033","CD4 Naive"
"1034","CD4 Naive"
"1035","CD8 TEM_6"
"1036","CD8 TEM_6"
"1037","CD14 Mono"
"1038","CD4 TCM_1"
"1039","Eryth"
"1040","CD4 TCM_1"
"1041","CD8 TEM_6"
"1042","CD4 Naive"
"1043","CD14 Mono"
"1044","pDC"
"1045","B memory kappa"
"1046","CD4 Naive"
"1047","CD4 Naive"
"1048","CD4 Naive"
"1049","CD4 Naive"
"1050","B naive kappa"
"1051","CD4 TCM_1"
"1052","CD8 Naive"
"1053","CD4 TCM_1"
"1054","pDC"
"1055","CD8 TEM_2"
"1056","CD14 Mono"
"1057","NK_2"
"1058","Eryth"
"1059","B naive kappa"
"1060","CD4 Naive"
"1061","B naive kappa"
"1062","CD4 Naive"
"1063","B intermediate kappa"
"1064","Eryth"
"1065","B naive kappa"
"1066","NK_2"
"1067","CD4 Naive"
"1068","CD8 Naive"
"1069","B naive kappa"
"1070","cDC2_2"
"1071","Eryth"
"1072","B naive kappa"
"1073","CD4 TCM_1"
"1074","CD4 Naive"
"1075","Platelet"
"1076","CD8 TEM_1"
"1077","CD8 Naive"
"1078","B intermediate kappa"
"1079","CD4 Naive"
"1080","NK_2"
"1081","CD4 Naive"
"1082","CD8 Naive"
"1083","CD4 Naive"
"1084","B naive kappa"
"1085","CD4 Naive"
"1086","CD4 Naive"
"1087","dnT_2"
"1088","CD4 Naive"
"1089","CD8 TEM_6"
"1090","CD4 Naive"
"1091","CD8 TEM_2"
"1092","B naive kappa"
"1093","CD4 Naive"
"1094","CD4 Naive"
"1095","CD4 Naive"
"1096","NK_2"
"1097","CD4 Naive"
"1098","CD4 Naive"
"1099","MAIT"
"1100","CD4 Naive"
"1101","CD4 Naive"
"1102","CD4 TEM_2"
"1103","CD4 Naive"
"1104","B naive kappa"
"1105","Eryth"
"1106","B naive kappa"
"1107","NK_2"
"1108","CD16 Mono"
"1109","Eryth"
"1110","Eryth"
"1111","CD4 TCM_1"
"1112","CD4 TCM_1"
"1113","B naive kappa"
"1114","CD4 Naive"
"1115","CD4 TCM_3"
"1116","Eryth"
"1117","B naive kappa"
"1118","CD4 Naive"
"1119","CD4 Naive"
"1120","CD4 Naive"
"1121","CD8 TEM_6"
"1122","CD4 TCM_1"
"1123","B naive kappa"
"1124","CD8 Naive"
"1125","CD4 Naive"
"1126","B naive kappa"
"1127","CD8 Naive"
"1128","CD8 TEM_2"
"1129","CD4 TCM_1"
"1130","CD8 TEM_2"
"1131","CD4 Naive"
"1132","Eryth"
"1133","CD8 Naive"
"1134","CD4 Naive"
"1135","NK_2"
"1136","B naive kappa"
"1137","CD4 Naive"
"1138","CD4 Naive"
"1139","CD4 Naive"
"1140","CD4 Naive"
"1141","CD4 Naive"
"1142","MAIT"
"1143","B naive kappa"
"1144","CD4 TCM_1"
"1145","CD4 Naive"
"1146","CD4 TCM_1"
"1147","CD4 Naive"
"1148","CD4 TCM_1"
"1149","CD4 TCM_3"
"1150","CD4 Naive"
"1151","B naive kappa"
"1152","B intermediate kappa"
"1153","CD4 Naive"
"1154","B naive kappa"
"1155","NK_2"
"1156","NK_4"
"1157","Platelet"
"1158","CD4 Naive"
"1159","B naive kappa"
"1160","B naive kappa"
"1161","B naive kappa"
"1162","Eryth"
"1163","CD4 Naive"
"1164","CD4 TCM_1"
"1165","CD4 Naive"
"1166","CD8 TEM_6"
"1167","Eryth"
"1168","CD4 TCM_3"
"1169","B naive kappa"
"1170","B naive kappa"
"1171","Eryth"
"1172","CD4 Naive"
"1173","CD4 TCM_1"
"1174","B naive kappa"
"1175","Eryth"
"1176","NK_2"
"1177","Eryth"
"1178","CD4 Naive"
"1179","CD4 Naive"
"1180","CD4 Naive"
"1181","CD4 TCM_3"
"1182","Eryth"
